,FIPS,POPESTIMATE2019,Minority_Pct
2556,48069,7530,0.501288834622168
2557,48071,43837,0.2996929419595886
2558,48073,52646,0.3625724033960168
2559,48075,7306,0.33568427370948384
2560,48077,10471,0.10178117048346058
2561,48079,2853,0.4314880251276011
2562,48081,3387,0.171689497716895
2563,48083,8175,0.1434148880791255
2564,48085,1034730,0.45661717388547296
2565,48087,2920,0.27300150829562597
2566,48089,21493,0.35939096171620377
2567,48091,156209,0.2675463309824707
2568,48093,13635,0.24268059437987344
2569,48095,2726,0.23766273085074174
2570,48097,41257,0.24064029951041566
2571,48099,75951,0.39189823450832195
2572,48101,1398,0.25579710144927537
2573,48103,4797,0.467807486631016
2574,48105,3464,0.39251129761136216
2575,48107,5737,0.36547827781024744
2576,48109,2171,0.536563071297989
2577,48111,7287,0.4548137737174982
2578,48113,2635516,0.6463481126549097
2579,48115,12728,0.38912973667308925
2580,48117,18546,0.5127804983049024
2581,48119,5331,0.17456978967495218
2582,48121,887207,0.41929586881165726
2583,48123,20160,0.3284402744148507
2584,48125,2211,0.22994350282485876
2585,48127,10124,0.5528728961114335
2586,48129,3278,0.18723143032535294
2587,48131,11157,0.49201505441969284
2588,48133,18360,0.1719605077574048
2589,48135,166223,0.5158653758831756
2590,48137,1932,0.3241912798874824
2591,48139,184826,0.3817100101322387
2592,48141,839238,0.6375689216398643
2593,48143,42698,0.2320131625337878
2594,48145,17297,0.41831683168316836
2595,48147,35514,0.20786831921933713
2596,48149,25346,0.25164722733783507
2597,48151,3830,0.204520697167756
2598,48153,5712,0.4259533506108849
2599,48155,1155,0.15616438356164386
2600,48157,811688,0.6569893008936787
2601,48159,10725,0.21440293464620142
2602,48161,19717,0.31376382814509907
2603,48163,20306,0.5366875169975523
2604,48165,21492,0.29738864709695345
2605,48167,342139,0.3883005115745889
2606,48169,6229,0.25636176066024763
2607,48171,26988,0.20026192703461176
2608,48173,1409,0.23118279569892475
2609,48175,7658,0.26882487164860236
2610,48177,20837,0.4229379738462321
2611,48179,21886,0.3107363263767843
2612,48181,136212,0.2633186516456032
2613,48183,123945,0.41207672309017296
2614,48185,28880,0.3648011480114801
2615,48187,166847,0.40287540676062206
2616,48189,33406,0.4795830514728492
2617,48191,2964,0.32884955752212386
2618,48193,8461,0.13184140111894915
2619,48195,5399,0.38543046357615895
2620,48197,3933,0.22569737954353342
2621,48199,57602,0.1462894133129412
2622,48201,4713325,0.6363763951432475
2623,48203,66553,0.36191693662022983
2624,48205,5576,0.30397621701969524
2625,48207,5658,0.2370753323485968
2626,48209,230191,0.38982938353237895
2627,48211,3819,0.29863985807214666
2628,48213,82737,0.21483870967741936
2629,48215,868707,0.6548454777952206
2630,48217,36649,0.2732898478006356
2631,48219,23021,0.36109950318057293
2632,48221,61643,0.16104418974642032
2633,48223,37084,0.25207274308859107
2634,48225,22968,0.3913713405238829
2635,48227,36664,0.32117039586919105
2636,48229,4886,0.4147407870081199
2637,48231,98594,0.2939293289047181
2638,48233,20938,0.25939758451763106
2639,48235,1536,0.2068737607402512
2640,48237,8935,0.21352691218130315
2641,48239,14760,0.34734454230050704
2642,48241,35529,0.2623711340206185
2643,48243,2274,0.26503006012024044
2644,48245,251565,0.5754621363916328
2645,48247,5200,0.5177759404712692
2646,48249,40482,0.4295081124167546
2647,48251,175817,0.27824617761647774
2648,48253,20083,0.3438437674820729
2649,48255,15601,0.4415363698164514
2650,48257,136154,0.3982864221319937
2651,48259,47431,0.2220014002122902
2652,48261,404,0.6085714285714285
2653,48263,762,0.10225763612217798
2654,48265,52600,0.24518042511122096
2655,48267,4337,0.17568828744750353
2656,48269,272,0.08679245283018866
2657,48271,3667,0.3569830616810482
2658,48273,30680,0.44375
2659,48275,3664,0.2863107664777811
2660,48277,49859,0.2717018048235106
2661,48279,12893,0.43510923725565354
2662,48281,21428,0.24460165533823464
2663,48283,7520,0.5214585834333734
2664,48285,20154,0.2220583173526085
2665,48287,17239,0.32806957317770913
2666,48289,17404,0.21171830269101088
2667,48291,88219,0.3903937660976994
2668,48293,23437,0.36701887474035944
2669,48295,3233,0.35632559660019614
2670,48297,12207,0.25725628584031757
2671,48299,21795,0.13439721319964226
2672,48301,169,0.125
2673,48303,310569,0.38283023058920485
2674,48305,5951,0.33452466047176554
2675,48307,7984,0.23709043250327655
2676,48309,256623,0.39951032124614805
2677,48311,743,0.31499999999999995
2678,48313,14284,0.4280936454849499
2679,48315,9854,0.2834961439588689
2680,48317,5771,0.31640252052701934
2681,48319,4274,0.1935239058942575
2682,48321,36643,0.45516480485450284
2683,48323,58722,0.7090020211791939
2684,48325,51584,0.37242847008749114
2685,48327,2138,0.22986748216106012
2686,48329,176832,0.42109505068153874
2687,48331,24823,0.30269855376908783
2688,48333,4873,0.1799820466786356
2689,48335,8545,0.3994438264738599
2690,48337,19818,0.14520410718757826
2691,48339,607391,0.34252461547636126
2692,48341,20940,0.5577769454068733
2693,48343,12388,0.32823853670759207
2694,48345,1200,0.12417685794920041
2695,48347,65204,0.37778602694383867
2696,48349,50113,0.429556856187291
2697,48351,13595,0.23262666775804208
2698,48353,14714,0.3055367078300991
2699,48355,362294,0.4580494821308235
2700,48357,9836,0.4390414378432351
2701,48359,2112,0.18998862343572243
2702,48361,83396,0.2106640882935572
2703,48363,29189,0.20437185398993274
2704,48365,23194,0.2602818905339914
2705,48367,142878,0.17019740659281346
2706,48369,9605,0.4354037896443409
2707,48371,15823,0.5444612650562759
2708,48373,51353,0.27492368772818865
2709,48375,117415,0.4794937776840329
2710,48377,6704,0.6198010112542816
2711,48379,12514,0.14551134495231832
2712,48381,137713,0.24783130732559877
2713,48383,3849,0.48714918759231907
2714,48385,3452,0.19760696156635238
2715,48387,12023,0.2491585397428152
2716,48389,15976,0.4526037428803905
2717,48391,6948,0.3811007268951194
